Sat Feb 28 18:09:36 +0000 2015,Und jetzt mit meinem Schalker Freund ein Bier trinken
Sat Feb 28 18:08:07 +0000 2015,#selfie #Bier @Freibeuter https://instagram.com/p/zp4NIXiid5/
Sat Feb 28 16:29:22 +0000 2015,Hertha hat gerade einfach mal gewonnen. JA JA JAAAAAAA! #hahoehe #bscfca
Sat Feb 28 16:24:00 +0000 2015,WAS DENN DA MIT SCHALKE LOS? #bvbs04
Sat Feb 28 15:49:29 +0000 2015,Schickste Typen bei meinem Bruder in der Mannschaft. 
Sat Feb 28 15:43:27 +0000 2015,"Inklusive geheimnissvoller Einblicke, Feuer, Bier und Fleisch vom Grill ;)"
Sat Feb 28 14:48:06 +0000 2015,"Meine Damen und Herren, das war's. Ein 4:0, das ist meine #Arminia! #dschaching"
Sat Feb 28 14:37:07 +0000 2015,"#BVB-Ultras präsentieren Diebesgut von #S04-Fans. Polizei kommt, wird mit Bier beschüttet. Krank. #bvbs04"
Sat Feb 28 14:27:35 +0000 2015,Bier brauen und Bundesliga. Läuft… 
Sat Feb 28 12:31:45 +0000 2015,@engelberg_ms @koerperkirmes was den? Bier?!
Sat Feb 28 12:10:54 +0000 2015,"Spiel vorbei. 0:4 gibt Bier. So ging der Spruch doch, oder? ODER?"
Sat Feb 28 12:04:53 +0000 2015,Bielefeld. Heimat. Ein Grinsen macht sich auf meinen Lippen breit.
Sat Feb 28 11:51:38 +0000 2015,"Im Radio läuft ""What is Love?"". Aileen ist nicht mehr zu halten."
Fri Feb 27 21:12:09 +0000 2015,"Au! Verdammt!!! Ich höre grad: eigentlich iss Fastenzeit.... Ok. Mea culpa, mea culpa. Dann gleich ma ein kleines Bier. #dattläuft"
Fri Feb 27 20:57:45 +0000 2015,Das überdurchschnittliche Bier zum durchschnittlichen #FCBKOE wollte ich Euch nicht vorenthalten.
Fri Feb 27 20:53:05 +0000 2015,@beck_ronny Altes Bier will niemand trinken
Fri Feb 27 19:35:09 +0000 2015,@VolkerBonacker Darmstadt ist ja ganz ok :D
Fri Feb 27 19:33:02 +0000 2015,@VolkerBonacker Dachte schon wärst Preuße :D
Fri Feb 27 19:32:15 +0000 2015,"Kunst, Kultur, #Bier und Bretzel bei #ZeitalterDO #DOüberrascht @Schauspiel Dortmund https://instagram.com/p/zndCajCZxu/"
Fri Feb 27 19:30:50 +0000 2015,"@VolkerBonacker aha, Darmstadt."
Fri Feb 27 19:30:48 +0000 2015,"Kunst, Kultur, #Bier und Bretzel bei #ZeitalterDO @Schauspiel Dortmund https://instagram.com/p/znc3ytiZxd/"
Fri Feb 27 19:29:55 +0000 2015,@VolkerBonacker Für wen denn? @Z4PP3D
Fri Feb 27 19:25:24 +0000 2015,"Wollte ein Bier und eine rauchen. Glück gehabt, hätte sonst einen Affen verpasst. Oder kommt er nochmal? #zeitalterdo"
Fri Feb 27 18:54:42 +0000 2015,Sexy konnte ich schon immer.
